candidate_id,bill_id,vote
400654,18,Yea
400655,18,Yea
400656,18,Yea
400657,18,Yea
400659,18,Yea
400661,18,Yea
400663,18,Yea
412186,18,Yea
412189,18,Yea
412190,18,Yea
412191,18,Yea
412192,18,Yea
412193,18,Yea
412195,18,Yea
412196,18,Yea
412199,18,Yea
412209,18,Yea
412211,18,Yea
412212,18,Yea
412213,18,Yea
412217,18,Yea
412221,18,Yea
412226,18,Yea
412236,18,Yea
412239,18,Yea
412250,18,Yea
412255,18,Yea
412256,18,Yea
412257,18,Yea
412258,18,Yea
412259,18,Yea
412261,18,Yea
412272,18,Yea
412278,18,Yea
412282,18,Yea
412283,18,Yea
412286,18,Yea
412292,18,Yea
412293,18,Yea
412295,18,Yea
412302,18,Yea
412307,18,Yea
412309,18,Not Voting
412310,18,Yea
412315,18,Yea
412317,18,Yea
412318,18,Yea
412319,18,Yea
412327,18,Yea
412331,18,Yea
412379,18,Yea
412382,18,Yea
412385,18,Yea
412388,18,Yea
412393,18,Yea
412394,18,Yea
412395,18,Yea
412396,18,Yea
412397,18,Yea
412399,18,Yea
412400,18,Yea
412402,18,Yea
412404,18,Yea
412405,18,Yea
412410,18,Yea
412412,18,Not Voting
412416,18,Yea
412417,18,Yea
412421,18,Yea
412427,18,Yea
412432,18,Yea
412434,18,Yea
412435,18,Yea
412437,18,Yea
412438,18,Yea
412443,18,Yea
412444,18,Yea
412445,18,Yea
412460,18,Yea
412461,18,Yea
412463,18,Yea
412465,18,Yea
412470,18,Yea
412472,18,Yea
412476,18,Yea
412477,18,Yea
412480,18,Yea
412485,18,Yea
412486,18,Yea
412487,18,Yea
412488,18,Yea
412500,18,Yea
412501,18,Yea
412503,18,Yea
412505,18,Yea
412506,18,Yea
412510,18,Yea
412511,18,Yea
412512,18,Yea
412513,18,Yea
412514,18,Not Voting
412516,18,Yea
412517,18,Yea
412519,18,Yea
412520,18,Yea
412521,18,Yea
412522,18,Not Voting
412523,18,Yea
412525,18,Yea
412529,18,Yea
412531,18,Yea
412532,18,Yea
412534,18,Yea
412536,18,Yea
412537,18,Yea
412538,18,Yea
412539,18,Yea
412541,18,Yea
412543,18,Yea
412546,18,Yea
412548,18,Yea
412550,18,Yea
412552,18,Yea
412553,18,Yea
412557,18,Yea
412559,18,Yea
412560,18,Yea
412561,18,Yea
412562,18,Yea
412563,18,Yea
412564,18,Yea
412565,18,Yea
412566,18,Yea
412568,18,Yea
412569,18,Yea
412571,18,Yea
412572,18,Yea
412574,18,Yea
412576,18,Yea
412578,18,Yea
412579,18,Yea
412580,18,Yea
412581,18,Yea
412583,18,Yea
412584,18,Yea
412585,18,Yea
412595,18,Yea
412596,18,Yea
412600,18,Not Voting
412601,18,Not Voting
412606,18,Yea
412607,18,Yea
412608,18,Yea
412609,18,Yea
412610,18,Yea
412612,18,Yea
412613,18,Yea
412615,18,Yea
412616,18,Yea
412617,18,Yea
412619,18,Yea
412622,18,Yea
412623,18,Yea
412624,18,Yea
412625,18,Yea
412629,18,Yea
412630,18,Yea
412631,18,Yea
412632,18,Yea
412634,18,Yea
412637,18,Yea
412638,18,Yea
412639,18,Yea
412641,18,Yea
412644,18,Yea
412646,18,Yea
412647,18,Yea
412648,18,Yea
412649,18,Yea
412652,18,Yea
412653,18,Yea
412654,18,Yea
412655,18,Yea
412657,18,Yea
412660,18,Yea
412661,18,Yea
412662,18,Yea
412670,18,Yea
412673,18,Yea
412674,18,Yea
412675,18,Yea
412676,18,Yea
412677,18,Yea
412682,18,Yea
412683,18,Yea
412684,18,Yea
412685,18,Yea
412686,18,Yea
412687,18,Yea
412688,18,Yea
412689,18,Yea
412690,18,Yea
412691,18,Yea
412692,18,Yea
412693,18,Yea
412694,18,Yea
412695,18,Yea
412696,18,Yea
412697,18,Yea
412698,18,Yea
412699,18,Yea
412700,18,Yea
412701,18,Yea
412702,18,Yea
412703,18,Yea
412704,18,Yea
412705,18,Yea
412706,18,Yea
412707,18,Yea
412708,18,Yea
412709,18,Yea
412710,18,Yea
412712,18,Yea
412713,18,Yea
412714,18,Yea
412717,18,Yea
412718,18,Yea
412721,18,Yea
412722,18,Yea
412724,18,Yea
412725,18,Yea
412726,18,Yea
412728,18,Yea
412730,18,Yea
412731,18,Yea
412732,18,Yea
412735,18,Yea
412736,18,Yea
412738,18,Yea
412739,18,Yea
412740,18,Yea
412744,18,Yea
412745,18,Yea
412746,18,Yea
412747,18,Yea
412748,18,Yea
412749,18,Yea
412750,18,Yea
412751,18,Yea
412753,18,Yea
412754,18,Yea
412755,18,Yea
412756,18,Yea
412757,18,Yea
412758,18,Yea
412759,18,Yea
412760,18,Yea
412761,18,Yea
412762,18,Yea
412763,18,Yea
412764,18,Yea
412765,18,Not Voting
412766,18,Yea
412767,18,Yea
412768,18,Yea
412769,18,Yea
412771,18,Yea
412772,18,Yea
412773,18,Yea
412774,18,Yea
412775,18,Yea
412776,18,Yea
412777,18,Yea
412778,18,Yea
412779,18,Yea
412780,18,Yea
412781,18,Yea
412782,18,Yea
412783,18,Yea
412784,18,Yea
412785,18,Yea
412786,18,Yea
412787,18,Yea
412788,18,Yea
412789,18,Yea
412790,18,Yea
412791,18,Yea
412792,18,Yea
412793,18,Yea
412794,18,Yea
412795,18,Yea
412796,18,Yea
412797,18,Yea
412798,18,Yea
412799,18,Yea
412800,18,Yea
412801,18,Yea
412802,18,Yea
412803,18,Yea
412804,18,Yea
412805,18,Yea
412806,18,Yea
412807,18,Yea
412808,18,Yea
412809,18,Yea
412810,18,Yea
412811,18,Yea
412812,18,Yea
412813,18,Yea
412814,18,Yea
412815,18,Yea
412816,18,Yea
412817,18,Not Voting
412818,18,Yea
412819,18,Yea
412820,18,Yea
412821,18,Yea
412822,18,Yea
412823,18,Yea
412824,18,Yea
412825,18,Yea
412826,18,Yea
412827,18,Yea
412828,18,Yea
412829,18,Yea
412830,18,Yea
412831,18,Yea
412832,18,Yea
412833,18,Yea
412834,18,Yea
412835,18,Yea
412836,18,Yea
412837,18,Yea
412842,18,Yea
400004,17,Nay
400029,17,Nay
400030,17,Yea
400033,17,Yea
400046,17,Nay
400052,17,Nay
400057,17,Nay
400068,17,Not Voting
400069,17,Yea
400071,17,Nay
400074,17,Yea
400075,17,Yea
400077,17,Nay
400081,17,Yea
400090,17,Yea
400093,17,Yea
400097,17,Yea
400100,17,Yea
400101,17,Yea
400103,17,Yea
400108,17,Nay
400111,17,Yea
400114,17,Yea
400122,17,Yea
400124,17,Yea
400157,17,Nay
400158,17,Nay
400162,17,Yea
400170,17,Yea
400189,17,Yea
400199,17,Yea
400204,17,Yea
400211,17,Yea
400218,17,Yea
400219,17,Nay
400220,17,Nay
400230,17,Yea
400232,17,Yea
400233,17,Yea
400237,17,Yea
400240,17,Yea
400245,17,Yea
400246,17,Yea
400247,17,Nay
400249,17,Yea
400251,17,Yea
400259,17,Yea
400263,17,Yea
400271,17,Yea
400289,17,Yea
400290,17,Yea
400291,17,Yea
400297,17,Nay
400308,17,Yea
400309,17,Yea
400316,17,Yea
400326,17,Yea
400340,17,Nay
400341,17,Nay
400347,17,Yea
400349,17,Yea
400350,17,Yea
400352,17,Yea
400355,17,Yea
400360,17,Yea
400361,17,Yea
400363,17,Yea
400364,17,Yea
400365,17,Nay
400366,17,Yea
400371,17,Yea
400373,17,Nay
400376,17,Nay
400379,17,Yea
400380,17,Nay
400402,17,Yea
400403,17,Yea
400404,17,Nay
400411,17,Nay
400414,17,Nay
400416,17,Yea
400417,17,Yea
400419,17,Not Voting
400422,17,Yea
400433,17,Nay
400440,17,Nay
400616,17,Yea
400618,17,Yea
400623,17,Yea
400630,17,Yea
400639,17,Yea
400640,17,Nay
400641,17,Yea
400643,17,Nay
400644,17,Nay
400651,17,Nay
400653,17,Yea
400654,17,Nay
400655,17,Nay
400656,17,Nay
400657,17,Yea
400659,17,Nay
400661,17,Yea
400663,17,Yea
412186,17,Yea
412189,17,Yea
412190,17,Nay
412191,17,Nay
412192,17,Yea
412193,17,Yea
412195,17,Yea
412196,17,Nay
412199,17,Yea
412209,17,Yea
412211,17,Yea
412212,17,Yea
412213,17,Nay
412217,17,Nay
412221,17,Yea
412226,17,Nay
412236,17,Yea
412239,17,Yea
412250,17,Nay
412255,17,Nay
412256,17,Nay
412257,17,Yea
412258,17,Yea
412259,17,Yea
412261,17,Nay
412272,17,Yea
412278,17,Nay
412282,17,Yea
412283,17,Nay
412286,17,Yea
412292,17,Nay
412293,17,Yea
412295,17,Nay
412302,17,Nay
412307,17,Yea
412309,17,Nay
412310,17,Nay
412315,17,Yea
412317,17,Nay
412318,17,Yea
412319,17,Yea
412327,17,Yea
412331,17,Yea
412379,17,Yea
412382,17,Yea
412385,17,Yea
412388,17,Nay
412393,17,Nay
412394,17,Nay
412395,17,Nay
412396,17,Yea
412397,17,Nay
412399,17,Nay
412400,17,Nay
412402,17,Nay
412404,17,Yea
412405,17,Nay
412410,17,Nay
412412,17,Yea
412416,17,Nay
412417,17,Nay
412421,17,Nay
412427,17,Nay
412432,17,Yea
412434,17,Nay
412435,17,Yea
412437,17,Nay
412438,17,Nay
412443,17,Nay
412444,17,Nay
412445,17,Nay
412460,17,Nay
412461,17,Nay
412463,17,Nay
412465,17,Nay
412470,17,Yea
412472,17,Nay
412476,17,Nay
412477,17,Nay
412480,17,Nay
412485,17,Nay
412486,17,Nay
412487,17,Nay
412488,17,Nay
412500,17,Nay
412501,17,Yea
412503,17,Nay
412505,17,Yea
412506,17,Yea
412510,17,Nay
412511,17,Yea
412512,17,Yea
412513,17,Nay
412514,17,Yea
412516,17,Yea
412517,17,Yea
412519,17,Yea
412520,17,Yea
412521,17,Yea
412522,17,Yea
412523,17,Yea
412525,17,Nay
412529,17,Yea
412531,17,Nay
412532,17,Yea
412534,17,Yea
412536,17,Nay
412537,17,Yea
412538,17,Nay
412539,17,Nay
412541,17,Nay
412543,17,Yea
412546,17,Yea
412548,17,Nay
412550,17,Nay
412552,17,Nay
412553,17,Nay
412557,17,Yea
412559,17,Yea
412560,17,Yea
412561,17,Yea
412562,17,Yea
412563,17,Nay
412564,17,Nay
412565,17,Yea
412566,17,Nay
412568,17,Nay
412569,17,Nay
412571,17,Yea
412572,17,Nay
412574,17,Nay
412576,17,Yea
412578,17,Nay
412579,17,Yea
412580,17,Yea
412581,17,Nay
412583,17,Yea
412584,17,Yea
412585,17,Yea
412595,17,Yea
412596,17,Nay
412600,17,Not Voting
